DATE,Demand (MW),Season,TMP,DEW,HUMIDITY,Hour Number,Weekday,Month,Public Holiday,Wind Speed,Rainfall/Snowfall,Demand_lag24,Demand_roll24,Predicted Demand
2024-01-02 08:00:00,925.3162800870472,1,8,-6.75,34,8,2,1,0,6.7,0.0,858.8638310514757,840.4787608685447,925.3162800870472
2024-01-02 09:00:00,918.8271309342375,1,8,-6.709999999999999,34,9,2,1,0,6.7,0.0,856.5586388569722,843.4682235307218,918.8271309342375
2024-01-02 10:00:00,894.9049066945859,1,9,-8.35,29,10,2,1,0,4.1,0.0,848.1629643803101,846.5405785982839,894.9049066945859
2024-01-02 11:00:00,879.6393127085626,1,9,-8.35,28,11,2,1,0,0.0,0.0,840.9275728108505,848.8874192019244,879.6393127085626
2024-01-02 12:00:00,875.7901894802422,1,9,-8.309999999999999,28,12,2,1,0,4.6,0.0,827.6282231402936,851.148770922284,875.7901894802422
2024-01-02 13:00:00,874.1408771079774,1,8,0.65,60,13,2,1,0,4.6,0.0,817.3901910729417,853.6879012878189,874.1408771079774
2024-01-02 14:00:00,866.2547453556892,1,8,0.65,58,14,2,1,0,0.0,0.0,800.3652349219532,856.8955379046026,866.2547453556892
2024-01-02 15:00:00,860.4523314637328,1,8,0.61,58,15,2,1,0,0.0,0.0,800.2283458843442,859.7662509250957,860.4523314637328
2024-01-02 16:00:00,864.3331283893822,1,9,0.65,54,16,2,1,0,3.6,0.0,826.7208478114135,861.2328371708487,864.3331283893822
2024-01-02 17:00:00,873.2158223043624,1,11,0.65,48,17,2,1,0,5.1,0.0,843.6023959453169,862.1341733640692,873.2158223043624
2024-01-02 18:00:00,932.8397021271662,1,11,0.61,48,18,2,1,0,5.1,0.0,900.6163298593409,860.9428469486353,932.8397021271662
2024-01-02 19:00:00,990.8055230820587,1,13,0.65,43,19,2,1,0,1.5,0.0,951.1546684969067,860.1465440629944,990.8055230820587
2024-01-02 20:00:00,995.5726151914201,1,14,0.65,40,20,2,1,0,2.1,0.0,948.4812611801278,861.9867293630782,995.5726151914201
2024-01-02 21:00:00,986.0893546629303,1,14,0.61,40,21,2,1,0,2.1,0.0,937.3510940046004,864.5180998494617,986.0893546629303
2024-01-02 22:00:00,944.6829335191659,1,15,-1.75,31,22,2,1,0,3.1,0.0,927.5694591025334,867.0624431346963,944.6829335191659
2024-01-02 23:00:00,890.0804361666325,1,14,-1.75,33,23,2,1,0,3.6,0.0,852.7213525799266,871.0607727407503,890.0804361666325
2024-01-03 00:00:00,812.8827608393344,1,14,-1.7100000000000002,33,0,3,1,0,3.6,0.0,808.0237014960074,874.6284568568643,812.8827608393344
2024-01-03 01:00:00,769.1996432370398,1,11,-1.75,41,1,3,1,0,2.1,0.0,778.4404111229608,876.1259503227938,769.1996432370398
2024-01-03 02:00:00,735.3088984939889,1,11,-0.65,44,2,3,1,0,2.6,0.0,757.9716440560845,876.6141242002265,735.3088984939889
2024-01-03 03:00:00,735.8152776065474,1,11,-0.61,44,3,3,1,0,4.6,0.0,757.0119518360369,875.6705131853548,735.8152776065474
2024-01-03 04:00:00,721.2321253418708,1,11,-0.65,44,4,3,1,0,1.5,0.0,742.2246761073797,875.3918436853186,721.2321253418708
2024-01-03 05:00:00,784.5106077890428,1,6,-1.75,59,5,3,1,0,2.1,0.0,774.6225757073538,873.0705197563846,784.5106077890428
2024-01-03 06:00:00,847.0704329697088,1,6,-1.7100000000000002,59,6,3,1,0,3.1,0.0,831.9344947713943,871.0086116267172,847.0704329697088
2024-01-03 07:00:00,947.2008077248196,1,3,-1.75,69,7,3,1,0,2.6,0.0,901.3034648314782,868.6506537196838,947.2008077248196
2024-01-03 08:00:00,946.7807458205016,1,4,-1.15,69,8,3,1,0,2.6,0.0,925.3162800870472,869.6021549213259,946.7807458205016
2024-01-03 09:00:00,935.9012095301681,1,4,-1.11,70,9,3,1,0,2.6,0.0,918.8271309342375,870.8175294815984,935.9012095301681
2024-01-03 10:00:00,914.2170095070882,1,3,-1.75,72,10,3,1,0,0.0,0.0,894.9049066945859,872.5999774309715,914.2170095070882
2024-01-03 11:00:00,907.690134600783,1,2,-1.15,78,11,3,1,0,0.0,0.0,879.6393127085626,874.1033555526466,907.690134600783
2024-01-03 12:00:00,891.8843039393215,1,2,-1.11,79,12,3,1,0,1.5,0.0,875.7901894802422,875.4903096883223,891.8843039393215
2024-01-03 13:00:00,855.0759928273142,1,1,-2.85,75,13,3,1,0,2.1,0.0,874.1408771079774,876.2617630288155,855.0759928273142
2024-01-03 14:00:00,860.0126820061539,1,1,-2.85,75,14,3,1,0,0.0,0.0,866.2547453556892,875.7757303101903,860.0126820061539
2024-01-03 15:00:00,853.7186697379336,1,1,-2.81,75,15,3,1,0,0.0,0.0,860.4523314637328,875.7566151163826,853.7186697379336
2024-01-03 16:00:00,866.4963469349613,1,7,-0.65,57,16,3,1,0,0.0,0.0,864.3331283893822,875.2951169141459,866.4963469349613
2024-01-03 17:00:00,873.627251636806,1,9,0.05,52,17,3,1,0,0.0,0.0,873.2158223043624,875.0029658111283,873.627251636806
2024-01-03 18:00:00,932.2911712852647,1,9,0.01,52,18,3,1,0,2.6,0.0,932.8397021271662,872.4285114419821,932.2911712852647
2024-01-03 19:00:00,987.9402485065112,1,13,0.65,42,19,3,1,0,3.6,0.0,990.8055230820587,869.8844091899477,987.9402485065112
2024-01-03 20:00:00,996.0312323890066,1,14,0.05,37,20,3,1,0,2.6,0.0,995.5726151914201,869.552567160169,996.0312323890066
2024-01-03 21:00:00,983.8507763806563,1,14,0.01,37,21,3,1,0,2.6,0.0,986.0893546629303,869.9848227134768,983.8507763806563
2024-01-03 22:00:00,946.4138496384469,1,16,-2.25,29,22,3,1,0,4.1,0.0,944.6829335191659,871.6877724031067,946.4138496384469
2024-01-03 23:00:00,887.121028499033,1,14,-2.25,32,23,3,1,0,3.6,0.0,890.0804361666325,874.1370512497073,887.121028499033
2024-01-04 00:00:00,813.0896940461511,1,14,-2.21,32,0,4,1,0,3.6,0.0,812.8827608393344,877.3648020175204,813.0896940461511
2024-01-04 01:00:00,783.700579656296,1,10,-2.25,42,1,4,1,0,3.1,0.0,769.1996432370398,879.2730650961773,783.700579656296
2024-01-04 02:00:00,757.6207184714502,1,9,-2.85,43,2,4,1,0,3.1,0.0,735.3088984939889,881.3770512336689,757.6207184714502
2024-01-04 03:00:00,747.4453219188944,1,9,-2.81,44,3,4,1,0,3.1,0.0,735.8152776065474,882.3251138799691,747.4453219188944
2024-01-04 04:00:00,748.6330347971689,1,8,-3.35,45,4,4,1,0,0.0,0.0,721.2321253418708,883.4648180789701,748.6330347971689
2024-01-04 05:00:00,771.6522987619064,1,8,-3.95,42,5,4,1,0,1.5,0.0,784.5106077890428,881.9049236010626,771.6522987619064
2024-01-04 06:00:00,821.7627111952182,1,8,-3.91,42,6,4,1,0,1.5,0.0,847.0704329697088,878.62587428768,821.7627111952182
2024-01-04 07:00:00,897.7862313458311,1,8,-3.35,44,7,4,1,0,2.1,0.0,947.2008077248196,873.1720440037841,897.7862313458311
2024-01-04 08:00:00,908.6094884926129,1,8,-3.35,45,8,4,1,0,1.5,0.0,946.7807458205016,871.0418477222767,908.6094884926129
2024-01-04 09:00:00,901.9383439603973,1,8,-3.31,45,9,4,1,0,1.5,0.0,935.9012095301681,869.8552511554263,901.9383439603973
2024-01-04 10:00:00,891.1865884919051,1,7,-3.95,45,10,4,1,0,0.0,0.0,914.2170095070882,869.3213961316574,891.1865884919051
2024-01-04 11:00:00,879.8289439997282,1,7,-3.35,47,11,4,1,0,2.1,0.0,907.690134600783,868.6038506486627,879.8289439997282
2024-01-04 12:00:00,866.4231500438718,1,7,-3.31,47,12,4,1,0,2.1,0.0,891.8843039393215,868.0797045643325,866.4231500438718
2024-01-04 13:00:00,866.2943115471064,1,9,-2.85,42,13,4,1,0,5.7,0.0,855.0759928273142,868.5730592259221,866.2943115471064
2024-01-04 14:00:00,879.0737305255942,1,9,-2.85,42,14,4,1,0,13.4,0.0,860.0126820061539,868.8461735537895,879.0737305255942
2024-01-04 15:00:00,891.5459300139721,1,6,-1.11,60,15,4,1,0,14.9,0.0,853.7186697379336,869.948567501079,891.5459300139721
2024-01-04 16:00:00,873.5430909566813,1,7,-1.75,53,16,4,1,0,5.1,0.0,866.4963469349613,871.0376798088622,873.5430909566813
2024-01-04 17:00:00,916.5013965655882,1,8,-2.85,45,17,4,1,0,7.7,0.0,873.627251636806,871.0340206488567,916.5013965655882
2024-01-04 18:00:00,976.6252199875205,1,8,-2.81,45,18,4,1,0,7.7,0.0,932.2911712852647,870.347508704523,976.6252199875205
2024-01-04 19:00:00,1071.8665469856849,1,8,-2.85,45,19,4,1,0,7.2,0.0,987.9402485065112,869.8555509428277,1071.8665469856849
2024-01-04 20:00:00,1068.6496713807999,1,9,-4.45,37,20,4,1,0,9.8,0.0,996.0312323890066,873.1527385339876,1068.6496713807999
2024-01-04 21:00:00,1070.7956978178343,1,9,-4.41,37,21,4,1,0,11.8,0.0,983.8507763806563,876.8396470122549,1070.7956978178343
2024-01-04 22:00:00,1032.1113817149458,1,9,-6.15,33,22,4,1,0,12.4,0.0,946.4138496384469,882.2475534548369,1032.1113817149458
2024-01-04 23:00:00,941.0484353054777,1,9,-6.15,33,23,4,1,0,6.7,0.0,887.121028499033,888.5514818555287,941.0484353054777
2024-01-05 00:00:00,877.3593117784493,1,9,-6.11,33,0,5,1,0,6.7,0.0,813.0896940461511,894.1149053885429,877.3593117784493
2024-01-05 01:00:00,806.0665426144728,1,8,-3.35,45,1,5,1,0,3.1,0.0,783.700579656296,898.1870241764626,806.0665426144728
2024-01-05 02:00:00,791.7099702650465,1,7,-3.95,45,2,5,1,0,4.1,0.0,757.6207184714502,900.293364356594,791.7099702650465
2024-01-05 03:00:00,783.9039086791702,1,7,-3.91,45,3,5,1,0,4.6,0.0,747.4453219188944,902.2179142846876,783.9039086791702
2024-01-05 04:00:00,765.5353200556261,1,7,-5.65,39,4,5,1,0,2.6,0.0,748.6330347971689,903.7514305404266,765.5353200556261
2024-01-05 05:00:00,804.9046041059851,1,7,-6.15,38,5,5,1,0,7.7,0.0,771.6522987619064,903.4854749445016,804.9046041059851
2024-01-05 06:00:00,855.8110682295818,1,7,-6.11,38,6,5,1,0,9.8,0.0,821.7627111952182,902.7525137667088,855.8110682295818
2024-01-05 07:00:00,934.4485069009764,1,6,-4.45,47,7,5,1,0,10.8,0.0,897.7862313458311,900.927506674698,934.4485069009764
2024-01-05 08:00:00,924.9104684072917,1,6,-3.95,48,8,5,1,0,0.0,0.0,908.6094884926129,902.0509422576703,924.9104684072917
2024-01-05 09:00:00,925.3715142164987,1,6,-3.91,49,9,5,1,0,5.7,0.0,901.9383439603973,903.0497302771004,925.3715142164987
2024-01-05 10:00:00,883.6626818907909,1,4,-3.35,59,10,5,1,0,1.5,0.0,891.1865884919051,904.536031395561,883.6626818907909
2024-01-05 11:00:00,856.4417784187931,1,4,-3.35,59,11,5,1,0,0.0,0.0,879.8289439997282,904.7027156516941,856.4417784187931
2024-01-05 12:00:00,881.4271316586645,1,4,-3.31,59,12,5,1,0,7.7,0.0,866.4231500438718,904.2687429723429,881.4271316586645
2024-01-05 13:00:00,859.6749404227578,1,3,-3.35,61,13,5,1,0,4.1,0.0,866.2943115471064,904.9266916728455,859.6749404227578
2024-01-05 14:00:00,840.178277423029,1,4,-3.35,59,14,5,1,0,4.1,0.0,879.0737305255942,904.0832660162005,840.178277423029
2024-01-05 15:00:00,845.9302918538561,1,4,-3.31,59,15,5,1,0,6.7,0.0,891.5459300139721,901.8498898165941,845.9302918538561
2024-01-05 16:00:00,868.684837190347,1,7,-2.85,49,16,5,1,0,9.3,0.0,873.5430909566813,900.6493333338626,868.684837190347
2024-01-05 17:00:00,868.6780692767344,1,9,-3.35,42,17,5,1,0,7.2,0.0,916.5013965655882,898.5703524914608,868.6780692767344
2024-01-05 18:00:00,922.150072859039,1,9,-3.31,42,18,5,1,0,7.2,0.0,976.6252199875205,893.876998112731,922.150072859039
2024-01-05 19:00:00,988.680372177625,1,11,-4.45,33,19,5,1,0,4.6,0.0,1071.8665469856849,887.3675861941812,988.680372177625
2024-01-05 20:00:00,974.685344233566,1,12,-3.95,32,20,5,1,0,4.6,0.0,1068.6496713807999,883.8906601418693,974.685344233566
2024-01-05 21:00:00,967.5363433316678,1,12,-3.91,32,21,5,1,0,4.6,0.0,1070.7956978178343,879.7119491164664,967.5363433316678
2024-01-05 22:00:00,950.5882739163465,1,12,-5.65,29,22,5,1,0,4.6,0.0,1032.1113817149458,876.9043387519761,950.5882739163465
2024-01-05 23:00:00,915.2720443152638,1,11,-5.65,31,23,5,1,0,6.2,0.0,941.0484353054777,877.3191143437529,915.2720443152638
2024-01-06 00:00:00,844.1956770158669,1,11,-5.61,32,0,6,1,0,6.2,0.0,877.3593117784493,878.9674940192665,844.1956770158669
2024-01-06 01:00:00,799.7840839957552,1,9,-3.95,39,1,6,1,0,7.7,0.0,806.0665426144728,880.625282471501,799.7840839957552
2024-01-06 02:00:00,755.9803745946829,1,9,-3.95,40,2,6,1,0,3.6,0.0,791.7099702650465,880.9763308945754,755.9803745946829
2024-01-06 03:00:00,751.2347454338898,1,9,-3.91,40,3,6,1,0,5.7,0.0,783.9039086791702,879.7622641952497,751.2347454338898
2024-01-06 04:00:00,729.4986028111205,1,9,-5.05,37,4,6,1,0,3.6,0.0,765.5353200556261,879.1405000812613,729.4986028111205
2024-01-06 05:00:00,754.8375746638646,1,8,-3.95,42,5,6,1,0,4.1,0.0,804.9046041059851,875.8619782858324,754.8375746638646
2024-01-06 06:00:00,771.897516963137,1,8,-3.91,42,6,6,1,0,6.2,0.0,855.8110682295818,871.4718263916708,771.897516963137
2024-01-06 07:00:00,793.6007160815681,1,8,-4.45,41,7,6,1,0,2.6,0.0,934.4485069009764,864.4043920465474,793.6007160815681
2024-01-06 08:00:00,810.1052195168977,1,7,-5.05,41,8,6,1,0,4.6,0.0,924.9104684072917,858.6952723802116,810.1052195168977
