DATE,Demand (MW),Season,TMP,DEW,HUMIDITY,Hour Number,Weekday,Month,Public Holiday,Wind Speed,Rainfall/Snowfall,Demand_lag24,Demand_roll24,Predicted Demand
2024-01-29 01:00:00,716.6793850432935,1,13,-1.75,35,1,1,1,0,2.1,0.0,739.2259782542712,776.3265013702209,716.6793850432935
2024-01-29 02:00:00,688.9661036408644,1,12,-1.75,39,2,1,1,0,3.1,0.0,714.7917011588008,776.4085745825902,688.9661036408644
2024-01-29 03:00:00,688.9737333649377,1,12,-1.7100000000000002,39,3,1,1,0,3.6,0.0,695.3340698658845,776.1317064858503,688.9737333649377
2024-01-29 04:00:00,702.6971021182906,1,10,-2.85,40,4,1,1,0,2.6,0.0,712.117320502762,775.1254635668143,702.6971021182906
2024-01-29 05:00:00,740.4771883652617,1,9,-3.35,40,5,1,1,0,4.1,0.0,728.5026943048292,774.0034812978345,740.4771883652617
2024-01-29 06:00:00,800.1470545204025,1,9,-3.31,41,6,1,1,0,4.1,0.0,735.3562278225498,774.2261317562131,800.1470545204025
2024-01-29 07:00:00,891.2780371884738,1,7,-2.85,50,7,1,1,0,3.6,0.0,757.1148337813304,776.0970978753031,891.2780371884738
2024-01-29 08:00:00,900.5789617923068,1,7,-3.35,49,8,1,1,0,3.6,0.0,765.2832845789408,781.5751305974569,900.5789617923068
2024-01-29 09:00:00,894.9473331456136,1,7,-3.31,49,9,1,1,0,3.6,0.0,765.685719139311,787.4400541910654,894.9473331456136
2024-01-29 10:00:00,892.2556841529896,1,7,-3.35,49,10,1,1,0,4.1,0.0,752.4950318665913,793.6336325075447,892.2556841529896
2024-01-29 11:00:00,885.6428022148721,1,5,-2.85,57,11,1,1,0,4.6,0.0,761.7966448731555,799.305764650146,885.6428022148721
2024-01-29 12:00:00,877.6292376627634,1,5,-2.81,57,12,1,1,0,6.2,0.0,764.5437644306032,804.5709402059838,877.6292376627634
2024-01-29 13:00:00,862.8109691547292,1,5,-2.25,59,13,1,1,0,5.1,0.0,766.320946597613,809.4104311218599,862.8109691547292
2024-01-29 14:00:00,860.8417870996783,1,6,-2.25,55,14,1,1,0,4.6,0.0,748.2083620275068,814.3931531708696,860.8417870996783
2024-01-29 15:00:00,861.9203901573676,1,6,-2.21,55,15,1,1,0,5.7,0.0,746.539864921769,819.3628019612136,861.9203901573676
2024-01-29 16:00:00,866.558084619903,1,10,-2.25,42,16,1,1,0,4.6,0.0,756.5097722782288,823.9458723037848,866.558084619903
2024-01-29 17:00:00,857.1438122946075,1,13,-2.25,34,17,1,1,0,4.1,0.0,762.2556676879864,828.4807599964769,857.1438122946075
2024-01-29 18:00:00,916.7676921174113,1,13,-2.21,34,18,1,1,0,4.1,0.0,832.6812936004526,829.5443477657878,916.7676921174113
2024-01-29 19:00:00,965.0372270932694,1,17,-2.25,26,19,1,1,0,0.0,0.0,881.7783597203468,831.0656230873994,965.0372270932694
2024-01-29 20:00:00,963.3544500091152,1,18,-2.25,25,20,1,1,0,0.0,0.0,898.3291524050481,833.9659741608003,963.3544500091152
2024-01-29 21:00:00,954.1508380888973,1,18,-2.21,25,21,1,1,0,0.0,0.0,891.2210772883187,837.1022077573567,954.1508380888973
2024-01-29 22:00:00,908.4904265604736,1,19,-2.25,23,22,1,1,0,1.5,0.0,868.357876035772,840.8323365422751,908.4904265604736
2024-01-29 23:00:00,839.1845897682615,1,19,-2.25,24,23,1,1,0,0.0,0.0,809.6504229653685,845.129728002932,839.1845897682615
2024-01-30 00:00:00,765.473795624235,1,19,-2.21,24,0,2,1,0,1.5,0.0,740.6354436619118,849.4144734858168,765.473795624235
2024-01-30 01:00:00,723.3533562240722,1,16,-1.75,29,1,2,1,0,1.5,0.0,716.6793850432935,851.5359695980316,723.3533562240722
2024-01-30 02:00:00,708.2651932634167,1,14,-1.15,35,2,2,1,0,2.6,0.0,688.9661036408644,853.0310675364319,708.2651932634167
2024-01-30 03:00:00,701.0413033736578,1,14,-1.11,35,3,2,1,0,2.6,0.0,688.9737333649377,853.8698266624525,701.0413033736578
2024-01-30 04:00:00,708.5731766511651,1,12,-1.15,41,4,2,1,0,3.6,0.0,702.6971021182906,853.7978354126861,708.5731766511651
2024-01-30 05:00:00,748.1985377837307,1,11,-1.75,42,5,2,1,0,4.6,0.0,740.4771883652617,852.4107044685949,748.1985377837307
2024-01-30 06:00:00,803.0746546493111,1,11,-1.7100000000000002,42,6,2,1,0,5.1,0.0,800.1470545204025,850.1520733061309,803.0746546493111
2024-01-30 07:00:00,883.2870735262245,1,10,-2.25,42,7,2,1,0,4.6,0.0,891.2780371884738,846.3171436305153,883.2870735262245
2024-01-30 08:00:00,914.9014983597049,1,9,-1.75,45,8,2,1,0,6.2,0.0,900.5789617923068,845.565322401555,914.9014983597049
2024-01-30 09:00:00,911.5440871180205,1,9,-1.7100000000000002,46,9,2,1,0,6.2,0.0,894.9473331456136,846.4328948021677,911.5440871180205
2024-01-30 10:00:00,901.6373238016638,1,9,-2.85,42,10,2,1,0,6.7,0.0,892.2556841529896,847.2715210180386,901.6373238016638
2024-01-30 11:00:00,889.6725731295434,1,8,-2.25,47,11,2,1,0,4.6,0.0,885.6428022148721,847.966935000073,889.6725731295434
2024-01-30 12:00:00,881.8181072419479,1,8,-2.21,47,12,2,1,0,5.7,0.0,877.6292376627634,848.4905582812373,881.8181072419479
2024-01-30 13:00:00,883.1127439295551,1,7,-2.85,49,13,2,1,0,6.2,0.0,862.8109691547292,849.3169555893774,883.1127439295551
2024-01-30 14:00:00,868.2686643252756,1,8,-2.85,47,14,2,1,0,5.1,0.0,860.8417870996783,850.2852580602415,868.2686643252756
2024-01-30 15:00:00,865.5469753683607,1,8,-2.81,47,15,2,1,0,5.7,0.0,861.9203901573676,850.5612699805853,865.5469753683607
2024-01-30 16:00:00,867.8396645665229,1,12,-3.35,34,16,2,1,0,4.6,0.0,866.558084619903,850.5173087087791,867.8396645665229
2024-01-30 17:00:00,868.614764808571,1,16,-2.85,28,17,2,1,0,3.6,0.0,857.1438122946075,850.9823457640798,868.614764808571
2024-01-30 18:00:00,905.0673110586573,1,16,-2.81,28,18,2,1,0,3.6,0.0,916.7676921174113,848.888740228913,905.0673110586573
2024-01-30 19:00:00,946.2745095215234,1,20,-1.75,23,19,2,1,0,1.5,0.0,965.0372270932694,846.2813525752341,946.2745095215234
2024-01-30 20:00:00,952.6898763982438,1,21,-1.75,22,20,2,1,0,1.5,0.0,963.3544500091152,845.5387464670778,952.6898763982438
2024-01-30 21:00:00,934.9319680554444,1,21,-1.7100000000000002,22,21,2,1,0,1.5,0.0,954.1508380888973,845.4752263935712,934.9319680554444
2024-01-30 22:00:00,888.4847869401663,1,21,-1.75,22,22,2,1,0,2.1,0.0,908.4904265604736,846.624858632483,888.4847869401663
2024-01-30 23:00:00,836.4004409374771,1,20,-1.75,23,23,2,1,0,2.6,0.0,839.1845897682615,848.7683454660441,836.4004409374771
2024-01-31 00:00:00,771.6665970979759,1,20,-1.7100000000000002,23,0,3,1,0,2.6,0.0,765.473795624235,851.8521126535763,771.6665970979759
2024-01-31 01:00:00,726.60023400426,1,18,-1.75,26,1,3,1,0,4.1,0.0,723.3533562240722,853.9526883437461,726.60023400426
2024-01-31 02:00:00,694.6722134542144,1,17,-1.75,28,2,3,1,0,2.6,0.0,708.2651932634167,854.7498640281306,694.6722134542144
2024-01-31 03:00:00,687.4601710018085,1,17,-1.7100000000000002,28,3,3,1,0,2.6,0.0,701.0413033736578,854.4729470751113,687.4601710018085
2024-01-31 04:00:00,692.6850879351709,1,16,-1.15,31,4,3,1,0,2.1,0.0,708.5731766511651,853.5549903077481,692.6850879351709
2024-01-31 05:00:00,719.3349311673168,1,16,-1.15,32,5,3,1,0,1.5,0.0,748.1985377837307,851.1413620534629,719.3349311673168
2024-01-31 06:00:00,775.107978723567,1,16,-1.11,32,6,3,1,0,1.5,0.0,803.0746546493111,847.5005045107674,775.107978723567
2024-01-31 07:00:00,844.4702938154365,1,14,0.05,37,7,3,1,0,3.1,0.0,883.2870735262245,842.7970656063039,844.4702938154365
2024-01-31 08:00:00,879.4938570595315,1,14,0.65,39,8,3,1,0,4.1,0.0,914.9014983597049,839.7348393217706,879.4938570595315
2024-01-31 09:00:00,882.5876864496255,1,14,0.61,39,9,3,1,0,4.6,0.0,911.5440871180205,838.341351058358,882.5876864496255
2024-01-31 10:00:00,877.9743793032881,1,14,-0.65,37,10,3,1,0,3.1,0.0,901.6373238016638,837.5131059560954,877.9743793032881
2024-01-31 11:00:00,874.2624878336712,1,14,-0.65,37,11,3,1,0,3.1,0.0,889.6725731295434,837.0044888332147,874.2624878336712
2024-01-31 12:00:00,871.3193231844498,1,14,-0.61,37,12,3,1,0,4.1,0.0,881.8181072419479,836.6759836415506,871.3193231844498
2024-01-31 13:00:00,864.2890625760248,1,13,-0.65,39,13,3,1,0,5.1,0.0,883.1127439295551,836.1632262178504,864.2890625760248
2024-01-31 14:00:00,862.3704153804003,1,13,0.05,41,14,3,1,0,5.7,0.0,868.2686643252756,835.9902000548395,862.3704153804003
2024-01-31 15:00:00,875.4599258561616,1,13,0.01,41,15,3,1,0,5.7,0.0,865.5469753683607,835.8520887510151,875.4599258561616
2024-01-31 16:00:00,867.5049856621345,1,17,1.15,35,16,3,1,0,2.6,0.0,867.8396645665229,836.1834044592603,867.5049856621345
2024-01-31 17:00:00,871.862068878004,1,17,0.65,33,17,3,1,0,3.1,0.0,868.614764808571,836.1351531920238,871.862068878004
2024-01-31 18:00:00,896.0166646599014,1,17,0.61,33,18,3,1,0,5.1,0.0,905.0673110586573,834.6914470102564,896.0166646599014
2024-01-31 19:00:00,929.9622864426146,1,21,1.75,28,19,3,1,0,4.1,0.0,946.2745095215234,832.5063233206206,929.9622864426146
2024-01-31 20:00:00,940.6739980740069,1,21,2.25,30,20,3,1,0,4.6,0.0,952.6898763982438,831.5181672355934,940.6739980740069
2024-01-31 21:00:00,920.5532810625219,1,21,2.21,30,21,3,1,0,5.7,0.0,934.9319680554444,831.7678207146613,920.5532810625219
2024-01-31 22:00:00,863.3039697742759,1,22,2.25,28,22,3,1,0,5.7,0.0,888.4847869401663,833.162103067807,863.3039697742759
2024-01-31 23:00:00,803.7043502728078,1,21,1.75,28,23,3,1,0,5.1,0.0,836.4004409374771,834.3318217128855,803.7043502728078
2024-02-01 00:00:00,736.0839561695639,1,21,1.7100000000000002,28,0,4,2,0,5.7,0.0,771.6665970979759,835.7247675030953,736.0839561695639
2024-02-01 01:00:00,698.4746079332054,1,17,2.25,37,1,4,2,0,3.1,0.0,726.60023400426,836.1371032494128,698.4746079332054
2024-02-01 02:00:00,681.0472743180476,1,16,2.25,39,2,4,2,0,1.5,0.0,694.6722134542144,836.3024247484994,681.0472743180476
2024-02-01 03:00:00,670.8403344254642,1,16,2.21,39,3,4,2,0,1.5,0.0,687.4601710018085,836.0236031535534,670.8403344254642
2024-02-01 04:00:00,673.9326518091498,1,14,2.85,47,4,4,2,0,1.5,0.0,692.6850879351709,835.073831261827,673.9326518091498
2024-02-01 05:00:00,699.6438280747493,1,14,2.25,45,5,4,2,0,1.5,0.0,719.3349311673168,833.0998191158199,699.6438280747493
2024-02-01 06:00:00,756.3755882031437,1,14,2.21,45,6,4,2,0,3.1,0.0,775.107978723567,829.8187690876102,756.3755882031437
2024-02-01 07:00:00,832.5019479404081,1,12,1.75,50,7,4,2,0,2.1,0.0,844.4702938154365,825.9885644957715,832.5019479404081
2024-02-01 08:00:00,849.9091196651664,1,13,2.25,48,8,4,2,0,1.5,0.0,879.4938570595315,823.9454380123312,849.9091196651664
2024-02-01 09:00:00,853.8298605519225,1,13,2.21,48,9,4,2,0,1.5,0.0,882.5876864496255,822.5246307608331,853.8298605519225
2024-02-01 10:00:00,870.8474233765332,1,9,1.75,59,10,4,2,0,0.0,0.0,877.9743793032881,821.4748690759911,870.8474233765332
2024-02-01 11:00:00,863.0075479705878,1,10,1.75,56,11,4,2,0,0.0,0.0,874.2624878336712,821.3263880126373,863.0075479705878
2024-02-01 12:00:00,858.4888405793627,1,10,1.7100000000000002,56,12,4,2,0,0.0,0.0,871.3193231844498,820.9650064815999,858.4888405793627
2024-02-01 13:00:00,848.0864792084919,1,9,1.15,56,13,4,2,0,0.0,0.0,864.2890625760248,820.7128229165274,848.0864792084919
2024-02-01 14:00:00,839.3430707417007,1,11,1.75,54,14,4,2,0,0.0,0.0,862.3704153804003,820.0917822134012,839.3430707417007
2024-02-01 15:00:00,827.9977589765123,1,11,1.7100000000000002,54,15,4,2,0,3.1,0.0,875.4599258561616,818.5214841649463,827.9977589765123
2024-02-01 16:00:00,828.8333141133568,1,14,2.25,44,16,4,2,0,3.6,0.0,867.5049856621345,816.8037786568757,828.8333141133568
2024-02-01 17:00:00,844.5426775307244,1,17,2.25,38,17,4,2,0,3.1,0.0,871.862068878004,814.9329632323258,844.5426775307244
2024-02-01 18:00:00,865.729351685471,1,17,2.21,38,18,4,2,0,3.6,0.0,896.0166646599014,812.6949637919267,865.729351685471
2024-02-01 19:00:00,925.8492980729093,1,22,3.35,30,19,4,2,0,2.1,0.0,929.9622864426146,809.9022274981379,925.8492980729093
2024-02-01 20:00:00,942.7651843247578,1,23,2.85,26,20,4,2,0,3.6,0.0,940.6739980740069,809.2576753241773,942.7651843247578
2024-02-01 21:00:00,909.4889707874053,1,23,2.81,26,21,4,2,0,4.1,0.0,920.5532810625219,810.2234102486223,909.4889707874053
2024-02-01 22:00:00,849.6214667839097,1,23,1.75,25,22,4,2,0,5.1,0.0,863.3039697742759,812.2314537709324,849.6214667839097
2024-02-01 23:00:00,785.3600938973728,1,22,2.25,27,23,4,2,0,3.1,0.0,803.7043502728078,814.2278501409802,785.3600938973728
2024-02-02 00:00:00,740.6650712275807,1,22,2.21,27,0,5,2,0,3.1,0.0,736.0839561695639,816.3702909117544,740.6650712275807
2024-02-02 01:00:00,701.3290526444819,1,18,1.15,31,1,5,2,0,2.6,0.0,698.4746079332054,818.204658881075,701.3290526444819
2024-02-02 02:00:00,683.3543850577189,1,16,1.15,36,2,5,2,0,2.1,0.0,681.0472743180476,819.0864753300505,683.3543850577189
2024-02-02 03:00:00,672.2174553660707,1,16,1.11,36,3,5,2,0,2.1,0.0,670.8403344254642,819.6305644879745,672.2174553660707
2024-02-02 04:00:00,682.7028598538359,1,13,1.75,45,4,5,2,0,2.6,0.0,673.9326518091498,819.5559907295799,682.7028598538359
2024-02-02 05:00:00,697.8745805973778,1,14,1.15,40,5,5,2,0,0.0,0.0,699.6438280747493,818.819426893888,697.8745805973778
2024-02-02 06:00:00,753.0663409109382,1,14,1.11,40,6,5,2,0,3.1,0.0,756.3755882031437,816.2759048240721,753.0663409109382
2024-02-02 07:00:00,823.9756840479246,1,13,0.65,42,7,5,2,0,4.1,0.0,832.5019479404081,812.8221827793125,823.9756840479246
2024-02-02 08:00:00,839.9935734761043,1,14,0.65,40,8,5,2,0,4.1,0.0,849.9091196651664,811.694642100302,839.9935734761043
2024-02-02 09:00:00,841.506749532193,1,14,0.61,40,9,5,2,0,6.2,0.0,853.8298605519225,811.0930644013533,841.506749532193
2024-02-02 10:00:00,833.9664296669818,1,14,0.05,39,10,5,2,0,5.1,0.0,870.8474233765332,809.8173829298604,833.9664296669818
2024-02-02 11:00:00,825.78811619035,1,14,-1.15,34,11,5,2,0,7.7,0.0,863.0075479705878,808.5547256123122,825.78811619035
2024-02-02 12:00:00,817.13268589074,1,14,-1.11,34,12,5,2,0,7.7,0.0,858.4888405793627,807.132954986703,817.13268589074
2024-02-02 13:00:00,816.5422514571676,1,13,1.15,45,13,5,2,0,6.2,0.0,848.0864792084919,805.7871378859313,816.5422514571676
2024-02-02 14:00:00,819.8710769706262,1,13,2.85,51,14,5,2,0,6.7,0.0,839.3430707417007,804.7957979170386,819.8710769706262
2024-02-02 15:00:00,827.2474779277022,1,13,2.81,51,15,5,2,0,6.7,0.0,827.9977589765123,804.4424639167826,827.2474779277022
2024-02-02 16:00:00,862.3692372809086,1,10,5.05,71,16,5,2,0,11.3,0.5,828.8333141133568,804.3735145174062,862.3692372809086
2024-02-02 17:00:00,866.9534799508557,1,10,3.95,66,17,5,2,0,6.7,0.5,844.5426775307244,805.1485823326317,866.9534799508557
2024-02-02 18:00:00,903.037467735196,1,10,3.91,66,18,5,2,0,12.4,0.0,865.729351685471,805.201805300692,903.037467735196
2024-02-02 19:00:00,924.4925736418522,1,13,1.75,47,19,5,2,0,10.8,0.0,925.8492980729093,804.2099865903564,924.4925736418522
2024-02-02 20:00:00,928.4804210372537,1,14,-0.65,37,20,5,2,0,10.3,0.0,942.7651843247578,803.4155252563171,928.4804210372537
2024-02-02 21:00:00,919.7453832949113,1,14,-0.61,37,21,5,2,0,10.3,0.0,909.4889707874053,804.2412404845713,919.7453832949113
2024-02-02 22:00:00,918.3525575020998,1,11,3.35,59,22,5,2,0,10.3,0.0,849.6214667839097,807.2901064198325,918.3525575020998
2024-02-02 23:00:00,866.6320800552655,1,12,1.15,48,23,5,2,0,6.2,0.0,785.3600938973728,813.0723874461248,866.6320800552655
2024-02-03 00:00:00,798.6750342112388,1,12,1.11,48,0,6,2,0,9.3,0.0,740.6650712275807,818.5492139168937,798.6750342112388
2024-02-03 01:00:00,760.7179703558164,1,9,1.15,56,1,6,2,0,7.7,0.0,701.3290526444819,822.781647898057,760.7179703558164
2024-02-03 02:00:00,731.9046762103757,1,9,0.05,52,2,6,2,0,5.1,0.0,683.3543850577189,826.1452820414526,731.9046762103757
2024-02-03 03:00:00,707.4149620142891,1,9,0.01,52,3,6,2,0,7.2,1.3,672.2174553660707,828.7403785999006,707.4149620142891
2024-02-03 04:00:00,711.7641497570387,1,8,0.65,60,4,6,2,0,12.9,0.0,682.7028598538359,829.8148178242683,711.7641497570387
2024-02-03 05:00:00,737.228473516409,1,7,1.15,65,5,6,2,0,9.8,0.0,697.8745805973778,830.4187121355578,737.228473516409
2024-02-03 06:00:00,746.3359713810449,1,7,1.11,65,6,6,2,0,12.4,0.0,753.0663409109382,829.730109205361,746.3359713810449
2024-02-03 07:00:00,771.0552176075647,1,7,0.05,60,7,6,2,0,8.8,0.0,823.9756840479246,826.3544695241923,771.0552176075647
2024-02-03 08:00:00,773.5210800923057,1,7,0.05,60,8,6,2,0,9.8,0.0,839.9935734761043,823.3571497038209,773.5210800923057
2024-02-03 09:00:00,781.0912272422389,1,7,0.01,60,9,6,2,0,9.8,0.0,841.506749532193,820.4012510325214,781.0912272422389
2024-02-03 10:00:00,784.36600397617,1,7,-1.15,57,10,6,2,0,11.3,0.0,833.9664296669818,818.1023291879674,784.36600397617
2024-02-03 11:00:00,777.9423089380598,1,6,-0.65,64,11,6,2,0,11.8,0.0,825.78811619035,816.3013677873508,777.9423089380598
2024-02-03 12:00:00,783.7722118773875,1,6,-0.61,64,12,6,2,0,11.8,2.5,817.13268589074,814.5974383546256,783.7722118773875
2024-02-03 13:00:00,756.4706509792936,1,6,-1.15,60,13,6,2,0,13.9,0.0,816.5422514571676,813.17265402507,756.4706509792936
2024-02-03 14:00:00,768.9922611410227,1,6,-1.15,60,14,6,2,0,14.4,0.0,819.8710769706262,810.4161137645773,768.9922611410227
2024-02-03 15:00:00,758.1056099665375,1,6,-1.11,60,15,6,2,0,16.0,0.0,827.2474779277022,807.883278252113,758.1056099665375
2024-02-03 16:00:00,759.8207622058377,1,8,-1.15,51,16,6,2,0,14.4,0.0,862.3692372809086,803.3500770645317,759.8207622058377
2024-02-03 17:00:00,769.789772481112,1,9,-1.75,45,17,6,2,0,14.4,0.0,866.9534799508557,798.6921328147482,769.789772481112
2024-02-03 18:00:00,831.0530308296353,1,9,-1.7100000000000002,46,18,6,2,0,16.5,0.0,903.037467735196,792.8987547602228,831.0530308296353
2024-02-03 19:00:00,896.3817072202231,1,11,-3.35,36,19,6,2,0,17.0,0.0,924.4925736418522,788.8361659423005,896.3817072202231
2024-02-03 20:00:00,879.8721406081344,1,12,-3.35,34,20,6,2,0,18.0,0.0,928.4804210372537,787.440569689386,879.8721406081344
2024-02-03 21:00:00,873.9776430668699,1,12,-3.31,34,21,6,2,0,18.5,0.0,919.7453832949113,785.7069504421349,873.9776430668699
2024-02-03 22:00:00,866.9513314596089,1,12,-5.05,30,22,6,2,0,16.0,0.0,918.3525575020998,783.7776063362552,866.9513314596089
2024-02-03 23:00:00,831.3091539627816,1,12,-5.65,29,23,6,2,0,14.9,0.0,866.6320800552655,783.7914868320964,831.3091539627816
2024-02-04 00:00:00,801.4503116795638,1,12,-5.61,29,0,7,2,0,14.9,0.0,798.6750342112388,785.2103616039025,801.4503116795638
2024-02-04 01:00:00,752.1362635110872,1,10,-6.15,31,1,7,2,0,13.4,0.0,760.7179703558164,786.9813329658044,752.1362635110872
2024-02-04 02:00:00,717.2956130379863,1,10,-4.45,36,2,7,2,0,12.9,0.0,731.9046762103757,787.8609671962703,717.2956130379863
2024-02-04 03:00:00,697.3589815701787,1,10,-4.41,36,3,7,2,0,12.9,0.0,707.4149620142891,788.2905607190397,697.3589815701787
2024-02-04 04:00:00,690.6493952804378,1,9,-5.05,37,4,7,2,0,8.8,0.0,711.7641497570387,787.6642490587413,690.6493952804378
2024-02-04 05:00:00,703.1933310358773,1,8,-4.45,40,5,7,2,0,7.2,0.0,737.228473516409,785.639071744134,703.1933310358773
2024-02-04 06:00:00,705.8005369119669,1,8,-4.41,40,6,7,2,0,7.2,0.0,746.3359713810449,783.7633047726049,705.8005369119669
2024-02-04 07:00:00,730.9093349956057,1,7,-3.35,47,7,7,2,0,5.1,0.0,771.0552176075647,780.9261447423615,730.9093349956057
2024-02-04 08:00:00,716.657923449463,1,7,-2.85,50,8,7,2,0,4.6,0.0,773.5210800923057,779.0734601729399,716.657923449463
2024-02-04 09:00:00,730.2749705911975,1,7,-2.81,51,9,7,2,0,7.2,0.0,781.0912272422389,776.2720121819495,730.2749705911975
2024-02-04 10:00:00,729.3614796416648,1,6,-3.35,51,10,7,2,0,7.7,0.0,784.36600397617,773.9202281217334,729.3614796416648
2024-02-04 11:00:00,730.8081948041947,1,7,-3.95,46,11,7,2,0,6.7,0.0,777.9423089380598,771.8080181523248,730.8081948041947
2024-02-04 12:00:00,728.5816316867166,1,7,-3.91,47,12,7,2,0,6.7,0.0,783.7722118773875,769.5052348013164,728.5816316867166
2024-02-04 13:00:00,733.7014134191586,1,6,-3.95,48,13,7,2,0,7.7,0.0,756.4706509792936,768.2926687451177,733.7014134191586
2024-02-04 14:00:00,719.1785633469075,1,8,-3.95,43,14,7,2,0,4.1,0.0,768.9922611410227,766.7582840615582,719.1785633469075
2024-02-04 15:00:00,717.3237021487276,1,8,-3.91,43,15,7,2,0,4.6,0.0,758.1056099665375,765.0658037737484,717.3237021487276
2024-02-04 16:00:00,720.0216571772088,1,11,-5.05,33,16,7,2,0,8.8,0.0,759.8207622058377,763.2181055103957,720.0216571772088
2024-02-04 17:00:00,731.5939610561081,1,11,-4.45,33,17,7,2,0,7.7,0.0,769.789772481112,761.054274410226,731.5939610561081
2024-02-04 18:00:00,800.8663905940554,1,11,-4.41,33,18,7,2,0,7.7,0.0,831.0530308296353,756.7299670287681,800.8663905940554
2024-02-04 19:00:00,859.9634833307209,1,14,-5.65,25,19,7,2,0,7.2,0.0,896.3817072202231,752.5771271754566,859.9634833307209
2024-02-04 20:00:00,875.385019323692,1,16,-6.75,21,20,7,2,0,4.6,0.0,879.8721406081344,751.7115333807864,875.385019323692
2024-02-04 21:00:00,863.9182357244478,1,16,-6.709999999999999,21,21,7,2,0,8.2,0.0,873.9776430668699,751.7727236528223,863.9182357244478
2024-02-04 22:00:00,852.6233315201506,1,16,-6.15,21,22,7,2,0,4.1,0.0,866.9513314596089,751.6408499252066,852.6233315201506
2024-02-04 23:00:00,796.1179653614564,1,16,-6.15,21,23,7,2,0,4.1,0.0,831.3091539627816,752.567553297266,796.1179653614564
2024-02-05 00:00:00,738.3717059580174,1,16,-6.11,21,0,1,2,0,4.1,0.0,801.4503116795638,752.3357121530005,738.3717059580174
2024-02-05 01:00:00,701.2824917699132,1,13,-5.05,28,1,1,2,0,3.1,0.0,752.1362635110872,751.737253128954,701.2824917699132
2024-02-05 02:00:00,695.017562478433,1,10,-3.95,37,2,1,2,0,2.6,0.0,717.2956130379863,751.0410304651247,695.017562478433
2024-02-05 03:00:00,690.5165710152202,1,10,-3.91,37,3,1,2,0,2.6,0.0,697.3589815701787,750.9392296350488,690.5165710152202
2024-02-05 04:00:00,703.0543486718738,1,8,-3.95,43,4,1,2,0,2.1,0.0,690.6493952804378,750.9334546669958,703.0543486718738
2024-02-05 05:00:00,741.6366494741461,1,7,-3.95,45,5,1,2,0,3.6,0.0,703.1933310358773,750.9274119555174,741.6366494741461
2024-02-05 06:00:00,800.479976605721,1,7,-3.91,45,6,1,2,0,3.6,0.0,705.8005369119669,752.485503806047,800.479976605721
2024-02-05 07:00:00,859.9653324387249,1,7,-3.95,45,7,1,2,0,1.5,0.0,730.9093349956057,755.5103143108346,859.9653324387249
2024-02-05 08:00:00,901.7248355664251,1,4,-4.45,52,8,1,2,0,2.1,0.0,716.657923449463,761.7410712234112,901.7248355664251
2024-02-05 09:00:00,890.9216553985367,1,4,-4.41,53,9,1,2,0,2.6,0.0,730.2749705911975,769.1954131788557,890.9216553985367
2024-02-05 10:00:00,868.7587544032378,1,3,-3.95,59,10,1,2,0,3.1,0.0,729.3614796416648,776.2197686465458,868.7587544032378
2024-02-05 11:00:00,836.4360859317862,1,4,-4.45,54,11,1,2,0,2.1,0.0,730.8081948041947,782.2176190638957,836.4360859317862
2024-02-05 12:00:00,824.2014429267695,1,4,-4.41,55,12,1,2,0,2.1,0.0,728.5816316867166,786.9069431615073,824.2014429267695
2024-02-05 13:00:00,812.6959388662531,1,4,-4.45,54,13,1,2,0,1.5,0.0,733.7014134191586,790.8417270531426,812.6959388662531
2024-02-05 14:00:00,809.7688720314208,1,4,-3.95,54,14,1,2,0,1.5,0.0,719.1785633469075,794.9076999018098,809.7688720314208
2024-02-05 15:00:00,816.1063157609345,1,4,-3.91,55,15,1,2,0,1.5,0.0,717.3237021487276,798.9270551141008,816.1063157609345
2024-02-05 16:00:00,827.5947664374158,1,11,-5.05,33,16,1,2,0,1.5,0.0,720.0216571772088,803.1046489655672,827.5947664374158
2024-02-05 17:00:00,833.4495302244827,1,13,-3.95,31,17,1,2,0,0.0,0.0,731.5939610561081,807.278597025624,833.4495302244827
2024-02-05 18:00:00,891.1955638911372,1,13,-3.91,31,18,1,2,0,1.5,0.0,800.8663905940554,808.6952552704252,891.1955638911372
2024-02-05 19:00:00,945.1470346579334,1,16,-4.45,24,19,1,2,0,2.1,0.0,859.9634833307209,810.0531718165303,945.1470346579334
2024-02-05 20:00:00,948.4699967692584,1,17,-4.45,22,20,1,2,0,3.1,0.0,875.385019323692,813.0863029180191,948.4699967692584
2024-02-05 21:00:00,939.2178421123252,1,17,-4.41,22,21,1,2,0,3.1,0.0,863.9182357244478,816.7624664417065,939.2178421123252
2024-02-05 22:00:00,894.149439981615,1,18,-3.95,22,22,1,2,0,2.6,0.0,852.6233315201506,820.5274451631053,894.149439981615
2024-02-05 23:00:00,816.9603405063593,1,18,-3.95,22,23,1,2,0,3.1,0.0,796.1179653614564,824.7896831900688,816.9603405063593
2024-02-06 00:00:00,754.2370774388168,1,18,-3.91,22,0,2,2,0,3.1,0.0,738.3717059580174,828.2065803443446,754.2370774388168
2024-02-06 01:00:00,706.2899738561712,1,16,-3.95,25,1,2,2,0,0.0,0.0,701.2824917699132,830.5089536342967,706.2899738561712
2024-02-06 02:00:00,700.4074760503414,1,13,-3.35,31,2,2,2,0,2.6,0.0,695.017562478433,830.9990584768072,700.4074760503414
